PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
215163267,19229972,29,2019-11-10T17:58:00,"200 Block Hillside Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,RUNAWAYS - JUVENILE,029 Missing Juvenile,305,,,0,0
214662097,19223950,0,2019-11-02T15:00:00,"Railroad St & 29th St Pittsburgh, PA 15222",N,Strip District,2,99,9999 9999 - (Misc. Incident): ,203,7,6,-79.9758241726289,40.4592142376474
214670951,19224314,21,2019-11-03T00:26:00,"Forbes Ave & Miltenberger St Pittsburgh, PA 15219",Y,Bluff,2,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3802(a)(1) DUI - General Impairment / 3308 One-Way Roadways and Rotary Traffic Islands.,103,6,3,-79.9814346639762,40.4375077389212
214673890,19224379,24,2019-11-03T01:27:00,"1500 Block Hubbard St Pittsburgh, PA 15212",Y,Brighton Heights,1,DUI - GENERAL IMPAIRMENT,5503 Disorderly Conduct. / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department / 3802(a)(1) DUI - General Impairment,2703,1,1,-80.0373045830111,40.4782737043045
214690719,19224708,3,2019-11-03T13:43:00,"400 Block Blvd Of The Allies Pittsburgh, PA 15219",N,Central Business District,2,ROBBERY,3701 Robbery.,201,,,0,0
214776078,19225714,0,2019-11-04T21:02:00,"5400 Block Broad St Pittsburgh, PA 15206",N,Garfield,5,99,8106 Shots Fired,1114,9,2,-79.9358071613606,40.4654201034803
215100964,19228430,27,2019-11-08T15:00:00,"5700 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.9252187225136,40.4373968636582
214876920,19226502,0,2019-11-05T22:18:00,"Wagner St & Mountain Ave Pittsburgh, PA 15210",N,St. Clair,3,99,3716 Accidents Involving Overturned Vehicles,1606,3,3,-79.9784153211955,40.4062636691023
214883659,19209351,99,2019-11-06T01:23:00,"Bennett St & N Homewood Ave Pittsburgh, PA 15208",Y,East Allegheny,1,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2304,9,2,-79.8966632728295,40.4564719130633
214974790,19223593,26,2019-11-02T01:00:00,"400 Block West Commons Pittsburgh, PA 15212",Y,Allegheny Center,1,DUI - GENERAL IMPAIRMENT,4703 Operation of Vehicle without Official Certif. of Inspection / 3714 Careless Driving / 1786 Required Financial Responsibility. / 1301 Registration and Certificate of Title Required. / 3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,2204,1,1,-80.0071878803787,40.4507203420771
215148817,19226857,10,2019-11-06T12:10:00,"400 Block Parson St Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018,2,5,-80.0550008419291,40.4604013373604
215164985,19230012,0,2019-11-10T18:55:00,"6400 Block Dean St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): ,1203,9,2,-79.9057430066015,40.4692482157972
215139702,19229522,18,2019-11-10T01:56:00,"East Ohio St & Middle St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,2304,1,1,-79.9991624082083,40.45376016685
214655179,19223790,5,2019-11-01T06:00:00,"7000 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,BURGLARY,3502 Burglary.,1303,9,2,-79.9021898717394,40.4557013748821
214655664,19223830,99,2019-11-02T11:40:00,"Parkhurst St & Federal St N Pittsburgh, PA 15212",Y,Central North Side,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2206,1,1,-80.0070173464784,40.456630956011
214658957,19223948,11,2019-11-02T15:00:00,"300 Block Heinz St Pittsburgh, PA 15212",N,Troy Hill,1,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,2406,1,1,-79.9910584670388,40.4541989210195
214745339,19225371,26,2019-11-04T12:30:00,Zone 3,N,,3,OBSCENE/OTHER SEXUAL MATERIAL/PERFORMANCE,5903 Obscene and Other Sexual Materials and Performances. / 9093 Indirect Criminal Contempt,,,,,
214976865,19227343,27,2019-11-07T01:37:00,"Pa Rt 28 & 31st St Brg Pittsburgh, PA 15212",Y,Troy Hill,1,DUI - GENERAL IMPAIRMENT,3743 Accidents Involving Damage to Attended Veh. or Property / 1785 Proof of Financial Responsibility Following Accident. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,2406,,,0,0
215102281,19228468,6,2019-11-08T15:00:00,"3400 Block Spring Way Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,603,7,2,-79.9668246191925,40.4623775187355
215109302,19228726,24,2019-11-08T22:55:00,"100 Block 7th St Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-80.000996797488,40.4441447479242
215110000,19228733,21,2019-11-08T23:05:00,"Mc Candless Ave & Butler St Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3802(a)(1) DUI - General Impairment,1011,7,2,-79.9534453385911,40.4815980207176
215112519,19228891,21,2019-11-09T05:08:00,"Western Ave Ramp & Western Ave Pittsburgh, PA 15233",Y,Chateau,1,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3112 Traffic-Control Signals. / 3802(a)(1) DUI - General Impairment,2108,,,0,0
215123309,19229134,29,2019-11-09T10:00:00,"900 Block Woodbine St Pittsburgh, PA 15201",N,Stanton Heights,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1005,9,2,-79.9437443844978,40.4792373762278
214642285,19223071,17,2019-10-31T21:00:00,Zone 2,N,,2,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
-3326002446,19223630,27,2019-11-02T02:00:00,"300 Block Allen St Pittsburgh, PA 15210",N,Allentown,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1803,3,5,-79.9939196345608,40.4199068731756
214668326,19224188,26,2019-11-02T20:00:00,Zone 2,N,,2,UNLAWFUL CONTACT OR COMMUNICATION W MINOR,6318 Unlawful Contact/Communication w/ Minor / 6321(a)(1) TSEI(S) Knowingly transmits distributes publishes disseminates electronic comm. w/sexually explicit image of himself,,,,,
214950227,19227038,99,2019-11-06T16:41:00,"7000 Block Mt Vernon St Pittsburgh, PA 15208",Y,Homewood North,5,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,1301,9,2,-79.8995187532851,40.4625297665184
215010633,19227552,4,2019-11-07T10:42:00,"200 Block Edmond St Pittsburgh, PA 15224",Y,Bloomfield,5,AGG-ASSAULT,2702 Aggravated Assault.,809,7,2,-79.9474952417852,40.4651916290021
214662660,19223951,5,2019-11-02T15:09:00,"400 Block Bark St Pittsburgh, PA 15214",N,Perry South,1,BURGLARY,3502 Burglary.,2614,6,1,-80.005890875849,40.4677468596617
214663821,19224066,18,2019-11-02T17:55:00,"Fleury Way & Nadir Way Pittsburgh, PA 15208",Y,Homewood South,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,1303,9,2,-79.8973783616793,40.4561256999157
214665104,19224196,99,2019-11-01T00:01:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
214692841,19224709,99,2019-10-26T14:00:00,"1900 Block S 18th St Pittsburgh, PA 15203",N,South Side Slopes,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1706,3,3,-79.9794932819839,40.4246466015742
-3376001202,19226006,29,2019-11-05T09:50:00,"Sharon St Pittsburgh, PA 15210",N,South Side Slopes,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1706,3,3,-79.9877535773763,40.421654878019
215109584,19228778,99,2019-11-09T00:49:00,"40 Block Mt Oliver St Pittsburgh, PA 15210",N,South Side Slopes,3,MENTAL 201/302,9498 302 (Mental),1706,3,3,-79.9875015098531,40.4204583450145
-3343008191,19228777,5,2019-11-09T00:30:00,"300 Block Meyran Ave Pittsburgh, PA 15213",N,Central Oakland,4,BURGLARY,3502 Burglary.,405,3,3,-79.9567062928188,40.4389517615128
214647608,19223659,6,2019-11-02T03:00:00,"100 Block Tecumseh St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,,,0,0
214661733,19217627,20,2019-10-25T09:28:00,"3300 Block Mc Neil Pl Pittsburgh, PA 15219",N,Upper Hill,2,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,506,,,0,0
214664628,19223978,22,2019-11-02T15:40:00,"1000 Block Murray Hill Ave Pittsburgh, PA 15217",Y,Squirrel Hill North,4,PUR/CON/POS/TRAN-INTOX BEVERAG,"6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 601.19 Social Host and Underage Drinking",1402,,,0,0
214704061,19224892,10,2019-11-03T18:55:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 5101 Obstructing Admin. of Law ,2205,1,1,-80.0096338538371,40.4549104336875
214712627,19225018,21,2019-11-03T23:53:00,"400 Block N Highland Ave Pittsburgh, PA 15206",Y,East Liberty,5,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment / 1786 Required Financial Responsibility. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1115,9,2,-79.9221749446935,40.4651657848127
214713606,19225070,10,2019-11-04T02:05:00,"2100 Block Sur Way Pittsburgh, PA 15210",N,Arlington,3,SIMPLE ASSAULT,2701 Simple Assault.,1603,3,3,-79.9776135225164,40.4152643427656
214834010,19226130,18,2019-11-05T12:41:00,"Brownsville Rd & Newett St Pittsburgh, AK 15210",Y,Carrick,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,2901,4,3,-79.9880470437925,40.397318708198
214866932,19226313,18,2019-11-05T17:40:00,"East Liberty Blvd & N Highland Ave Pittsburgh, PA 15206",Y,East Liberty,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4524 Windshield Obstructions and Wipers. / 1501 Drivers Required to be Licensed.,1113,9,2,-79.9227601854472,40.4659569319852
214873768,19226402,18,2019-11-05T19:21:00,"600 Block N Braddock Ave Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,"13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1304,,,-79.8849645422166,40.4454643278064
214640857,19223507,6,2019-11-01T22:49:00,"3900 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry North,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2602,1,1,-80.0181172871578,40.4896216062129
214672854,19218231,10,2019-10-26T02:41:00,"Brownsville Rd & Minooka St Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2901,4,3,-79.9904622579586,40.404619903547
214683835,19223964,10,2019-11-02T15:35:00,"1200 Block Spring Garden Ave Pittsburgh, PA 15212",Y,Spring Garden,1,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 4304(a)(1) Endangering Welfare of Children. / 4581 Restraint Systems. / 3802(a)(1) DUI - General Impairment,2412,1,1,-79.9915248695733,40.4602763585017
-2728002086,19224969,29,2019-11-03T21:26:00,"1600 Block Alverado Ave Pittsburgh, PA 15216",N,Beechview,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,1916,4,5,-80.028511053322,40.410337662268
214783761,19225766,0,2019-11-04T23:35:00,"Venture St Ramp & East St Pittsburgh, PA 15214",Y,Summer Hill,1,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3361  Driving Vehicle at Safe Speed. / 3714 Careless Driving,2612,1,1,-80.0095392914835,40.4853399784553
214829758,19193380,0,2019-11-05T13:43:00,"2500 Block Jonquil Way Pittsburgh, PA 15210",Y,East Hills,5,99,1501 Drivers Required to be Licensed. / 9999 9999 - (Misc. Incident):  / 1372 Unauthorized Transfer or Use of Registration.,1306,3,3,-79.9736187372578,40.4154541342104
214886303,19226628,3,2019-11-06T02:55:00,"2000 Block Reed St Pittsburgh, PA 15219",Y,Middle Hill,2,ROBBERY,3701 Robbery. / 3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2705 Recklessly Endangering Another Person. / 2709(a)(3) Harassment No Legitimate Purpose / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5506 Loitering and Prowling at Night,501,,,0,0
214946811,19226991,14,2019-11-04T10:30:00,"6400 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIM MISCHIEF,3304 Criminal Mischief.,1408,5,3,-79.917693588986,40.4380558178755
214975202,19227376,6,2019-11-07T03:08:00,"300 Block Cedar Ave Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2705 Recklessly Endangering Another Person.,2304,1,1,-80.0009078039902,40.4508935599436
214785458,19225859,10,2019-11-05T02:54:00,"100 Block 43rd St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault.,901,7,2,-79.9639234994252,40.4728743674429
214824759,19226115,6,2019-11-04T10:15:00,"3900 Block Kleber St Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2708,1,1,-80.0375085341489,40.4870386478522
214833445,19226133,99,2019-11-05T12:51:00,"1000 Block Johnston Ave Pittsburgh, PA 15207",N,Glen Hazel,4,MENTAL 201/302,9498 302 (Mental),1504,,,0,0
214644869,19222794,10,2019-11-01T01:41:00,"800 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",2609,1,1,-79.9994763962932,40.4757519574098
214646513,19223683,18,2019-11-02T03:54:00,"Brushton Ave & Frankstown Ave Pittsburgh, PA 15221",Y,Homewood South,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 4306 Use of Multiple-Beam Road Lighting Equipment.,1304,9,2,-79.8880963867104,40.4555344380276
214657916,19222132,99,2019-10-26T16:19:00,"3100 Block Landis St Pittsburgh, PA 15204",N,Sheraden,6,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2018,2,5,-80.0556002598474,40.4564815637975
214702163,19224893,10,2019-11-03T18:35:00,"500 Block Greenfield Ave Pittsburgh, PA 15207",N,Greenfield,4,HARRASSMENT,2709 Harassment (Non-Specific),1516,5,3,-79.9421696179388,40.4253797753972
214711632,19225021,99,2019-11-04T00:08:00,"500 Block Napor Blvd Pittsburgh, PA 15205",N,Fairywood,6,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2808,,,-80.0840200646174,40.4412859850703
214783839,19225764,4,2019-11-04T21:00:00,"900 Block Agnew Rd Pittsburgh, PA 15227",N,Hays,4,AGG-ASSAULT,2702 Aggravated Assault.,3101,5,3,-79.9661926392285,40.4002470237458
214829767,19179662,6,2019-11-05T13:43:00,"2500 Block Jonquil Way Pittsburgh, PA 15210",Y,Arlington,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3921 Theft by Unlawful Taking or Disposition.,1920,3,3,-79.9736187372578,40.4154541342104
-2931006639,19223430,26,2019-11-01T20:37:00,"8400 Block Frankstown Ave Pittsburgh, PA 15221",Y,East Hills,5,CONCEALING DEATH BASTARD CHILD,4303 General Lighting Requirements. / 627.02(b)(i) Possessing a small amount of marijuana / 1543 Driving While Operating Privilege is Suspended or Revoked.,1306,9,2,-79.8772074371717,40.4573826977798
214665003,19224133,0,2019-11-02T18:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1803,3,5,-79.9937050598573,40.4218022561637
214670069,19224296,0,2019-11-02T22:58:00,"1200 Block Linden Pl Pittsburgh, PA 15212",Y,East Allegheny,1,99,9093 Indirect Criminal Contempt,2304,1,1,-80.0006265617739,40.4571776123998
214684607,19224609,9,2019-10-31T14:37:00,"800 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,FORGERY,4101 Forgery. / 903 Criminal Conspiracy.,1201,,,-79.8975765737857,40.4878700630933
214689874,19224722,99,2019-11-03T14:30:00,"900 Block Rothpletz St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,FOUND PROPERTY,9489 Found Property,2715,1,1,-80.0231865426088,40.4764820866699
214693660,19224753,11,2019-11-03T13:15:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,CREDIT CARDS,4106 Access Device Fraud,1408,5,3,-79.9230679471987,40.4358796223011
214702580,19224911,27,2019-11-03T19:28:00,"Federal St S & Isabella St Pittsburgh, PA 15212",N,North Shore,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2205,1,6,-80.0040324668845,40.447558442206
214710974,19224944,99,2019-11-03T20:42:00,"4800 Block Somerville St Pittsburgh, PA 15201",N,Stanton Heights,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1005,9,2,-79.9355844863468,40.4790043229468
214769188,19225551,18,2019-11-04T17:35:00,"400 Block Brownsville Rd Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4703 Operation of Vehicle without Official Certif. of Inspection / 1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility.,3001,3,5,-79.9891288578756,40.4132526275657
214784938,19188437,6,2019-11-05T04:29:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle,103,6,6,-79.9931846836602,40.4350718181921
214923906,19226882,6,2019-11-04T15:00:00,"4600 Block Monongahela St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1501,5,3,-79.9445394144304,40.4149873916242
215092368,19228307,99,2019-11-08T12:22:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,MENTAL 201/302,9498 302 (Mental),1201,9,2,-79.8981879623688,40.4713865299518
215097785,19228442,10,2019-11-08T10:00:00,"100 Block Montville St Pittsburgh, PA 15214",N,Summer Hill,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2612,1,1,-80.0171059964622,40.4987873982873
-3250007457,19226076,27,2019-11-05T11:30:00,"400 Block N Neville St Pittsburgh, PA 15213",Y,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,507,8,3,-79.9495415436811,40.4514087005925
214997871,19227545,10,2019-11-04T14:20:00,"2100 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2902,4,3,-79.9865235535491,40.3931998334253
215101058,19228417,8,2019-11-08T15:20:00,"500 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,DANGEROUS BURNING,3301(d.1) Dangerous Burning,201,7,2,-79.9435820869511,40.464893357809
215160614,19227221,10,2019-11-06T21:43:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,201,6,6,-79.9960409452176,40.4350395659104
214642944,19221581,27,2019-10-30T14:04:00,"600 Block Chislett St Pittsburgh, PA 15206",Y,East Liberty,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1113,9,2,-79.9299369063207,40.4699972988802
214644769,19223635,10,2019-11-02T02:13:00,"1700 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,RESIST ARREST/OTHER LAW ENFORC,2709(a) Harassment. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,1702,3,3,-79.9818723137217,40.4285931755253
214654589,19223743,10,2019-11-02T07:53:00,"500 Block N Homewood Ave Pittsburgh, PA 15208",Y,Homewood South,5,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5101 Obstructing Admin. of Law  / 9994 PFA Service,1303,,,0,0
214661644,19223487,14,2019-11-01T20:17:00,"2600 Block Brownsville Rd Pittsburgh, PA 15227",N,Carrick,3,CRIM MISCHIEF,3304 Criminal Mischief.,2904,4,3,-79.9788043658311,40.3854502648648
214662731,19223992,27,2019-11-02T16:30:00,"1100 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,7,6,-79.9923774443368,40.4441629445093
214697916,19224796,6,2019-11-03T16:38:00,"100 Block N Sheridan Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",1115,9,2,-79.924107917319,40.4607563342412
214702286,19224838,10,2019-11-03T18:00:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,2205,1,1,-80.0096338538371,40.4549104336875
214706470,19224945,99,2019-11-03T20:43:00,"4700 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,MENTAL 201/302,9498 302 (Mental),809,7,2,-79.9498576275047,40.4620780855381
214714747,19225117,99,2019-11-04T03:49:00,"4900 Block Harrison St Pittsburgh, PA 15201",N,Central Lawrenceville,2,AIDED CASE,9497 Aided Case,901,7,2,-79.958384781083,40.4780846112133
214733742,19225297,10,2019-11-02T17:00:00,"800 Block Heberton St Pittsburgh, PA 15206",Y,Highland Park,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1106,7,2,-79.916651696825,40.4686573896962
214740616,19210455,99,2019-10-15T13:28:00,"Reservoir Dr & N Highland Ave Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106,7,2,-79.9159397694808,40.4788428069147
214769258,19225581,11,2019-11-04T14:00:00,"5000 Block Dearborn St Pittsburgh, PA 15224",N,Garfield,5,THEFT BY DECEPTION,3922 Theft by Deception.,1017,9,2,-79.9438798981569,40.4658900193555
214861536,19225627,10,2019-11-05T15:25:00,"100 Block Parkfield St Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT,2709 Harassment (Non-Specific),2901,4,3,-79.9873681392311,40.3913062841892
214865074,19226293,3,2019-11-05T17:15:00,"10 Block E Meyers St Pittsburgh, PA 15210",N,Carrick,3,ROBBERY OF MOTOR VEHICLE,3702 Robbery of Motor Vehicle.,2902,4,3,-79.9874074382382,40.3999694982231
-3326002488,19223935,0,2019-11-02T14:22:00,"20 Block Minooka St Pittsburgh, PA 15210",N,Carrick,3,99,9998 Overdose Other,2901,4,3,-79.9914672146147,40.4044176670832
214662084,19223495,0,2019-11-01T22:22:00,"1400 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,3206,4,5,-80.0078658722601,40.3924196825359
214676285,19224493,6,2019-11-03T06:54:00,"500 Block Griffin St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1915,2,5,-80.0107942441777,40.4231807356068
214739352,19221470,27,2019-10-30T10:05:00,"Veterans Brg Pittsburgh, PA 15219",Y,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1785 Proof of Financial Responsibility Following Accident. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3742.1 Accident Involv. Death/Inj. While not Licensed,203,,,0,0
214768242,19225563,0,2019-11-04T01:00:00,"1200 Block Chartiers Ave Pittsburgh, PA 15220",N,Crafton Heights,6,99,2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours,2814,2,5,-80.0434680746212,40.4457631281445
215027080,19227673,27,2019-11-07T14:20:00,"4800 Block Frew  St Pittsburgh, PA 15313",N,Squirrel Hill North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1401,,,0,0
215029849,19227667,99,2019-11-07T14:38:00,"200 Block S Negley Ave Pittsburgh, PA 15206",Y,East Liberty,5,AIDED CASE,9497 Aided Case,1115,,,0,0
214629890,19223274,10,2019-11-01T17:05:00,"1900 Block Washington Blvd Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2705 Recklessly Endangering Another Person. / 2701 Simple Assault.,1201,7,2,-79.9079262635153,40.4836020556267
214645737,19223623,99,2019-11-02T02:00:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,FOUND PROPERTY,9489 Found Property,2620,1,1,-79.9920418451489,40.4653596489546
214655125,19223806,99,2019-11-02T10:25:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,FOUND PROPERTY,9489 Found Property,1201,9,2,-79.8923529450752,40.4861185015656
214696677,19224751,11,2019-11-01T20:00:00,"7700 Block Hamilton Ave Pittsburgh, PA 15221",N,Homewood South,5,CREDIT CARDS,4106 Access Device Fraud,1304,9,2,-79.8890922025832,40.4525685919323
214768775,19225530,18,2019-11-04T16:30:00,"400 Block Brownsville Rd Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 4524 Windshield Obstructions and Wipers.,3001,3,5,-79.9891288578756,40.4132526275657
-3348002134,19226034,11,2019-11-05T11:00:00,"2500 Block Brackenridge St Pittsburgh, PA 15219",N,Terrace Village,2,THEFT BY DECEPTION,3922 Theft by Deception. / 4120 Identity Theft,510,6,3,-79.9700836269288,40.4446620334392
